date,truck_location,marketing_channel,customers,avg_order_value,total_sales,repeat_customers,weather
2025-02-14,Midtown,Local Events,6,14.8,88.8,2,Sunny
2025-02-14,Midtown,Google My Business,38,11.26,427.88,12,Sunny
2025-02-14,Midtown,Loyalty Program,14,12.54,175.56,3,Cloudy
2025-02-14,Midtown,Influencer Partnerships,10,12.22,122.2,4,Rainy
2025-02-14,Midtown,Email Newsletter,12,12.93,155.16,3,Sunny
2025-02-14,Suburbia,Instagram,6,7.32,43.92,0,Rainy
2025-02-14,Suburbia,Food Delivery Apps,15,12.1,181.5,4,Sunny
2025-02-14,Suburbia,Local Events,25,10.14,253.5,8,Rainy
2025-02-14,Suburbia,Google My Business,13,16.37,212.81,4,Rainy
2025-02-14,Suburbia,Loyalty Program,22,16.69,367.18,9,Rainy
2025-02-14,Suburbia,Influencer Partnerships,16,10.71,171.36,4,Sunny
2025-02-14,Suburbia,Email Newsletter,12,9.18,110.16,1,Sunny
2025-02-14,Riverside,Instagram,26,18.49,480.74,6,Rainy
2025-02-14,Riverside,Food Delivery Apps,10,9.55,95.5,2,Cloudy
2025-02-14,Riverside,Local Events,15,10.4,156.0,1,Cloudy
2025-02-14,Riverside,Google My Business,2,11.83,23.66,0,Rainy
2025-02-14,Riverside,Loyalty Program,20,6.7,134.0,6,Rainy
2025-02-14,Riverside,Influencer Partnerships,9,12.05,108.45,1,Rainy
2025-02-14,Riverside,Email Newsletter,24,15.68,376.32,6,Cloudy
2025-02-15,Downtown,Instagram,25,11.2,280.0,10,Cloudy
2025-02-15,Downtown,Food Delivery Apps,5,11.07,55.35,1,Cloudy
2025-02-15,Downtown,Local Events,25,12.37,309.25,7,Rainy
2025-02-15,Downtown,Google My Business,7,14.28,99.96,3,Rainy
2025-02-15,Downtown,Loyalty Program,12,12.8,153.6,2,Rainy
2025-02-15,Downtown,Influencer Partnerships,25,10.92,273.0,7,Cloudy
2025-02-15,Downtown,Email Newsletter,7,16.56,115.92,2,Cloudy
2025-02-15,Uptown,Instagram,15,14.56,218.4,5,Sunny
2025-02-15,Uptown,Food Delivery Apps,24,14.72,353.28,6,Rainy
2025-02-15,Uptown,Local Events,18,9.94,178.92,4,Sunny
2025-02-15,Uptown,Google My Business,13,11.29,146.77,1,Cloudy
2025-02-15,Uptown,Loyalty Program,27,15.76,425.52,5,Sunny
2025-02-15,Uptown,Influencer Partnerships,28,12.62,353.36,11,Cloudy
2025-02-15,Uptown,Email Newsletter,4,10.8,43.2,1,Rainy
2025-02-15,Midtown,Instagram,27,14.41,389.07,8,Cloudy
2025-02-15,Midtown,Food Delivery Apps,21,19.78,415.38,10,Rainy
2025-02-15,Midtown,Local Events,18,10.78,194.04,4,Cloudy
2025-02-15,Midtown,Google My Business,12,8.63,103.56,5,Cloudy
2025-02-15,Midtown,Loyalty Program,11,11.28,124.08,2,Cloudy
2025-02-15,Midtown,Influencer Partnerships,23,15.82,363.86,7,Sunny
2025-02-15,Midtown,Email Newsletter,19,5.68,107.92,5,Cloudy
2025-02-15,Suburbia,Instagram,9,11.73,105.57,1,Rainy
2025-02-15,Suburbia,Food Delivery Apps,24,13.33,319.92,10,Sunny
2025-02-15,Suburbia,Local Events,1,9.94,9.94,0,Cloudy
2025-02-15,Suburbia,Google My Business,21,10.57,221.97,2,Rainy
2025-02-15,Suburbia,Loyalty Program,23,13.51,310.73,8,Rainy
2025-02-15,Suburbia,Influencer Partnerships,2,10.29,20.58,0,Sunny
2025-02-15,Suburbia,Email Newsletter,6,12.75,76.5,1,Rainy
2025-02-15,Riverside,Instagram,39,13.15,512.85,13,Rainy
2025-02-15,Riverside,Food Delivery Apps,22,12.51,275.22,8,Sunny
2025-02-15,Riverside,Local Events,24,10.06,241.44,11,Sunny
2025-02-15,Riverside,Google My Business,23,11.53,265.19,5,Cloudy
2025-02-15,Riverside,Loyalty Program,4,12.3,49.2,1,Sunny
2025-02-15,Riverside,Influencer Partnerships,11,15.21,167.31,2,Rainy
2025-02-15,Riverside,Email Newsletter,7,11.82,82.74,0,Rainy
2025-02-16,Downtown,Instagram,29,16.25,471.25,11,Cloudy
2025-02-16,Downtown,Food Delivery Apps,14,9.33,130.62,6,Rainy
2025-02-16,Downtown,Local Events,24,10.62,254.88,2,Rainy
2025-02-16,Downtown,Google My Business,12,9.57,114.84,2,Cloudy
2025-02-16,Downtown,Loyalty Program,15,10.52,157.8,6,Rainy
2025-02-16,Downtown,Influencer Partnerships,10,10.96,109.6,3,Cloudy
2025-02-16,Downtown,Email Newsletter,19,9.35,177.65,3,Cloudy
2025-02-16,Uptown,Instagram,19,9.58,182.02,5,Rainy
2025-02-16,Uptown,Food Delivery Apps,18,9.72,174.96,3,Cloudy
2025-02-16,Uptown,Local Events,13,16.23,210.99,1,Cloudy
2025-02-16,Uptown,Google My Business,20,11.13,222.6,8,Cloudy
2025-02-16,Uptown,Loyalty Program,22,13.23,291.06,9,Sunny
2025-02-16,Uptown,Influencer Partnerships,28,21.33,597.24,8,Rainy
2025-02-16,Uptown,Email Newsletter,13,14.67,190.71,3,Cloudy
2025-02-16,Midtown,Instagram,15,10.7,160.5,3,Cloudy
2025-02-16,Midtown,Food Delivery Apps,18,13.74,247.32,4,Cloudy
2025-02-16,Midtown,Local Events,5,10.99,54.95,1,Rainy
2025-02-16,Midtown,Google My Business,14,16.04,224.56,6,Rainy
2025-02-16,Midtown,Loyalty Program,13,13.13,170.69,2,Sunny
2025-02-16,Midtown,Influencer Partnerships,13,12.67,164.71,4,Rainy
2025-02-16,Midtown,Email Newsletter,25,11.56,289.0,11,Rainy
2025-02-16,Suburbia,Instagram,23,10.11,232.53,9,Cloudy
2025-02-16,Suburbia,Food Delivery Apps,18,13.82,248.76,5,Sunny
2025-02-16,Suburbia,Local Events,15,15.0,225.0,2,Cloudy
2025-02-16,Suburbia,Google My Business,10,16.67,166.7,4,Cloudy
2025-02-16,Suburbia,Loyalty Program,24,12.93,310.32,4,Sunny
2025-02-16,Suburbia,Influencer Partnerships,12,10.18,122.16,5,Rainy
2025-02-16,Suburbia,Email Newsletter,22,17.5,385.0,4,Rainy
2025-02-16,Riverside,Instagram,16,15.66,250.56,7,Cloudy
2025-02-16,Riverside,Food Delivery Apps,25,12.79,319.75,7,Cloudy
2025-02-16,Riverside,Local Events,23,12.44,286.12,6,Rainy
2025-02-16,Riverside,Google My Business,25,11.76,294.0,5,Cloudy
2025-02-16,Riverside,Loyalty Program,14,13.11,183.54,2,Sunny
2025-02-16,Riverside,Influencer Partnerships,28,7.83,219.24,10,Cloudy
2025-02-16,Riverside,Email Newsletter,13,10.18,132.34,4,Sunny
2025-02-17,Downtown,Instagram,24,12.33,295.92,7,Rainy
2025-02-17,Downtown,Food Delivery Apps,28,7.16,200.48,13,Sunny
2025-02-17,Downtown,Local Events,26,17.01,442.26,11,Rainy
2025-02-17,Downtown,Google My Business,7,9.77,68.39,0,Rainy
2025-02-17,Downtown,Loyalty Program,4,14.78,59.12,1,Sunny
2025-02-17,Downtown,Influencer Partnerships,29,10.88,315.52,10,Sunny
2025-02-17,Downtown,Email Newsletter,22,6.8,149.6,9,Sunny
2025-02-17,Uptown,Instagram,15,13.6,204.0,3,Sunny
2025-02-17,Uptown,Food Delivery Apps,28,15.01,420.28,11,Sunny
2025-02-17,Uptown,Local Events,15,14.98,224.7,6,Rainy
2025-02-17,Uptown,Google My Business,4,7.96,31.84,0,Sunny
2025-02-17,Uptown,Loyalty Program,11,9.32,102.52,3,Rainy
2025-02-17,Uptown,Influencer Partnerships,18,11.0,198.0,4,Cloudy
2025-02-17,Uptown,Email Newsletter,8,7.91,63.28,1,Rainy
2025-02-17,Midtown,Instagram,26,14.86,386.36,3,Rainy
2025-02-17,Midtown,Food Delivery Apps,27,12.1,326.7,10,Cloudy
2025-02-17,Midtown,Local Events,26,8.41,218.66,5,Cloudy
2025-02-17,Midtown,Google My Business,6,15.55,93.3,1,Sunny
2025-02-17,Midtown,Loyalty Program,21,11.29,237.09,8,Rainy
2025-02-17,Midtown,Influencer Partnerships,14,11.21,156.94,3,Sunny
2025-02-17,Midtown,Email Newsletter,2,6.14,12.28,0,Rainy
2025-02-17,Suburbia,Instagram,40,16.67,666.8,17,Cloudy
2025-02-17,Suburbia,Food Delivery Apps,15,16.45,246.75,5,Cloudy
2025-02-17,Suburbia,Local Events,5,15.96,79.8,2,Rainy
2025-02-17,Suburbia,Google My Business,27,7.92,213.84,7,Rainy
2025-02-17,Suburbia,Loyalty Program,12,12.08,144.96,2,Sunny
2025-02-17,Suburbia,Influencer Partnerships,6,10.92,65.52,0,Sunny
2025-02-17,Suburbia,Email Newsletter,30,11.42,342.6,7,Sunny
2025-02-17,Riverside,Instagram,15,8.83,132.45,2,Sunny
2025-02-17,Riverside,Food Delivery Apps,28,10.3,288.4,8,Rainy
2025-02-17,Riverside,Local Events,11,8.3,91.3,2,Cloudy
2025-02-17,Riverside,Google My Business,9,16.07,144.63,3,Cloudy
2025-02-17,Riverside,Loyalty Program,9,14.5,130.5,4,Cloudy
2025-02-17,Riverside,Influencer Partnerships,20,10.23,204.6,5,Cloudy
2025-02-17,Riverside,Email Newsletter,27,12.19,329.13,6,Sunny
2025-02-18,Downtown,Instagram,28,12.11,339.08,4,Sunny
2025-02-18,Downtown,Food Delivery Apps,16,10.97,175.52,5,Rainy
2025-02-18,Downtown,Local Events,4,12.46,49.84,1,Rainy
2025-02-18,Downtown,Google My Business,22,11.25,247.5,5,Sunny
2025-02-18,Downtown,Loyalty Program,7,12.83,89.81,2,Cloudy
2025-02-18,Downtown,Influencer Partnerships,26,7.88,204.88,9,Cloudy
2025-02-18,Downtown,Email Newsletter,27,9.92,267.84,3,Cloudy
2025-02-18,Uptown,Instagram,3,9.84,29.52,1,Rainy
2025-02-18,Uptown,Food Delivery Apps,5,14.31,71.55,0,Rainy
2025-02-18,Uptown,Local Events,10,12.82,128.2,3,Sunny
2025-02-18,Uptown,Google My Business,25,7.2,180.0,5,Cloudy
2025-02-18,Uptown,Loyalty Program,23,11.28,259.44,11,Cloudy
2025-02-18,Uptown,Influencer Partnerships,22,11.77,258.94,7,Sunny
2025-02-18,Uptown,Email Newsletter,17,15.95,271.15,5,Sunny
2025-02-18,Midtown,Instagram,9,10.78,97.02,1,Sunny
2025-02-18,Midtown,Food Delivery Apps,25,15.85,396.25,4,Rainy
2025-02-18,Midtown,Local Events,26,12.17,316.42,7,Cloudy
2025-02-18,Midtown,Google My Business,6,7.86,47.16,2,Sunny
2025-02-18,Midtown,Loyalty Program,31,11.8,365.8,4,Cloudy
2025-02-18,Midtown,Influencer Partnerships,26,11.91,309.66,10,Rainy
2025-02-18,Midtown,Email Newsletter,30,15.59,467.7,3,Sunny
2025-02-18,Suburbia,Instagram,12,8.27,99.24,4,Cloudy
2025-02-18,Suburbia,Food Delivery Apps,4,12.44,49.76,1,Sunny
2025-02-18,Suburbia,Local Events,19,9.57,181.83,3,Sunny
2025-02-18,Suburbia,Google My Business,30,14.23,426.9,12,Rainy
2025-02-18,Suburbia,Loyalty Program,20,8.81,176.2,3,Sunny
2025-02-18,Suburbia,Influencer Partnerships,13,19.1,248.3,6,Sunny
2025-02-18,Suburbia,Email Newsletter,21,6.31,132.51,5,Sunny
2025-02-18,Riverside,Instagram,21,12.71,266.91,8,Cloudy
2025-02-18,Riverside,Food Delivery Apps,18,14.64,263.52,5,Rainy
2025-02-18,Riverside,Local Events,15,12.81,192.15,4,Cloudy
2025-02-18,Riverside,Google My Business,39,7.31,285.09,10,Rainy
2025-02-18,Riverside,Loyalty Program,13,14.89,193.57,3,Rainy
2025-02-18,Riverside,Influencer Partnerships,26,17.4,452.4,9,Sunny
2025-02-18,Riverside,Email Newsletter,25,12.41,310.25,10,Rainy
2025-02-19,Downtown,Instagram,16,8.24,131.84,6,Sunny
2025-02-19,Downtown,Food Delivery Apps,6,11.63,69.78,2,Cloudy
2025-02-19,Downtown,Local Events,14,13.83,193.62,3,Sunny
2025-02-19,Downtown,Google My Business,20,12.82,256.4,7,Rainy
2025-02-19,Downtown,Loyalty Program,46,20.32,934.72,15,Rainy
2025-02-19,Downtown,Influencer Partnerships,30,12.84,385.2,6,Cloudy
2025-02-19,Downtown,Email Newsletter,23,10.12,232.76,7,Cloudy
2025-02-19,Uptown,Instagram,3,8.48,25.44,1,Rainy
2025-02-19,Uptown,Food Delivery Apps,9,11.54,103.86,2,Cloudy
2025-02-19,Uptown,Local Events,17,10.11,171.87,2,Sunny
2025-02-19,Uptown,Google My Business,14,13.08,183.12,4,Rainy
2025-02-19,Uptown,Loyalty Program,16,14.23,227.68,1,Cloudy
2025-02-19,Uptown,Influencer Partnerships,13,11.97,155.61,2,Rainy
2025-02-19,Uptown,Email Newsletter,26,14.3,371.8,10,Rainy
2025-02-19,Midtown,Instagram,11,15.06,165.66,4,Sunny
2025-02-19,Midtown,Food Delivery Apps,35,12.32,431.2,5,Rainy
2025-02-19,Midtown,Local Events,13,11.84,153.92,1,Sunny
2025-02-19,Midtown,Google My Business,21,14.43,303.03,2,Sunny
2025-02-19,Midtown,Loyalty Program,5,11.69,58.45,1,Cloudy
2025-02-19,Midtown,Influencer Partnerships,12,12.3,147.6,4,Cloudy
2025-02-19,Midtown,Email Newsletter,34,9.55,324.7,16,Rainy
2025-02-19,Suburbia,Instagram,4,8.88,35.52,1,Rainy
2025-02-19,Suburbia,Food Delivery Apps,16,9.84,157.44,5,Cloudy
2025-02-19,Suburbia,Local Events,15,11.12,166.8,5,Sunny
2025-02-19,Suburbia,Google My Business,10,9.45,94.5,3,Sunny
2025-02-19,Suburbia,Loyalty Program,9,12.23,110.07,1,Cloudy
2025-02-19,Suburbia,Influencer Partnerships,16,10.43,166.88,7,Cloudy
2025-02-19,Suburbia,Email Newsletter,9,11.88,106.92,2,Sunny
2025-02-19,Riverside,Instagram,9,16.46,148.14,1,Sunny
2025-02-19,Riverside,Food Delivery Apps,19,16.27,309.13,7,Cloudy
2025-02-19,Riverside,Local Events,30,14.56,436.8,9,Rainy
2025-02-19,Riverside,Google My Business,17,10.25,174.25,1,Cloudy
2025-02-19,Riverside,Loyalty Program,7,10.83,75.81,0,Sunny
2025-02-19,Riverside,Influencer Partnerships,10,13.44,134.4,4,Cloudy
2025-02-19,Riverside,Email Newsletter,24,8.05,193.2,2,Sunny
2025-02-20,Downtown,Instagram,29,11.93,345.97,8,Rainy
2025-02-20,Downtown,Food Delivery Apps,30,15.05,451.5,12,Cloudy
2025-02-20,Downtown,Local Events,17,8.17,138.89,2,Sunny
2025-02-20,Downtown,Google My Business,16,13.83,221.28,6,Cloudy
2025-02-20,Downtown,Loyalty Program,17,8.25,140.25,8,Sunny
2025-02-20,Downtown,Influencer Partnerships,24,15.43,370.32,6,Rainy
2025-02-20,Downtown,Email Newsletter,13,12.38,160.94,1,Rainy
2025-02-20,Uptown,Instagram,22,18.98,417.56,5,Sunny
2025-02-20,Uptown,Food Delivery Apps,30,10.82,324.6,7,Cloudy
2025-02-20,Uptown,Local Events,9,11.12,100.08,3,Sunny
2025-02-20,Uptown,Google My Business,10,12.74,127.4,4,Cloudy
2025-02-20,Uptown,Loyalty Program,11,13.46,148.06,2,Cloudy
2025-02-20,Uptown,Influencer Partnerships,5,12.28,61.4,0,Sunny
2025-02-20,Uptown,Email Newsletter,6,18.17,109.02,2,Cloudy
2025-02-20,Midtown,Instagram,18,16.13,290.34,6,Cloudy
2025-02-20,Midtown,Food Delivery Apps,11,12.43,136.73,3,Cloudy
2025-02-20,Midtown,Local Events,16,13.48,215.68,5,Sunny
2025-02-20,Midtown,Google My Business,17,9.99,169.83,4,Cloudy
2025-02-20,Midtown,Loyalty Program,18,16.33,293.94,7,Rainy
2025-02-20,Midtown,Influencer Partnerships,25,14.21,355.25,6,Cloudy
2025-02-20,Midtown,Email Newsletter,31,12.16,376.96,12,Rainy
2025-02-20,Suburbia,Instagram,10,12.33,123.3,1,Cloudy
2025-02-20,Suburbia,Food Delivery Apps,11,9.07,99.77,3,Sunny
2025-02-20,Suburbia,Local Events,11,12.68,139.48,1,Sunny
2025-02-20,Suburbia,Google My Business,20,16.73,334.6,7,Cloudy
2025-02-20,Suburbia,Loyalty Program,24,14.86,356.64,6,Cloudy
2025-02-20,Suburbia,Influencer Partnerships,32,11.89,380.48,11,Cloudy
2025-02-20,Suburbia,Email Newsletter,16,11.95,191.2,7,Cloudy
2025-02-20,Riverside,Instagram,21,10.61,222.81,6,Rainy
2025-02-20,Riverside,Food Delivery Apps,19,10.38,197.22,4,Sunny
2025-02-20,Riverside,Local Events,10,10.89,108.9,1,Cloudy
2025-02-20,Riverside,Google My Business,21,13.9,291.9,6,Rainy
2025-02-20,Riverside,Loyalty Program,16,7.99,127.84,5,Cloudy
2025-02-20,Riverside,Influencer Partnerships,9,15.49,139.41,3,Sunny
2025-02-20,Riverside,Email Newsletter,28,12.6,352.8,10,Cloudy
2025-02-21,Downtown,Instagram,18,11.41,205.38,3,Rainy
2025-02-21,Downtown,Food Delivery Apps,27,12.25,330.75,11,Rainy
2025-02-21,Downtown,Local Events,21,15.91,334.11,4,Rainy
2025-02-21,Downtown,Google My Business,36,8.12,292.32,10,Sunny
2025-02-21,Downtown,Loyalty Program,13,13.21,171.73,6,Cloudy
2025-02-21,Downtown,Influencer Partnerships,9,9.35,84.15,1,Cloudy
2025-02-21,Downtown,Email Newsletter,15,15.04,225.6,1,Sunny
2025-02-21,Uptown,Instagram,24,15.96,383.04,8,Sunny
2025-02-21,Uptown,Food Delivery Apps,21,15.99,335.79,5,Rainy
2025-02-21,Uptown,Local Events,9,12.39,111.51,3,Rainy
2025-02-21,Uptown,Google My Business,35,14.96,523.6,9,Rainy
2025-02-21,Uptown,Loyalty Program,5,9.83,49.15,1,Rainy
2025-02-21,Uptown,Influencer Partnerships,13,12.02,156.26,1,Rainy
2025-02-21,Uptown,Email Newsletter,9,13.76,123.84,4,Cloudy
2025-02-21,Midtown,Instagram,28,12.46,348.88,12,Cloudy
2025-02-21,Midtown,Food Delivery Apps,35,15.14,529.9,16,Sunny
2025-02-21,Midtown,Local Events,30,9.66,289.8,5,Cloudy
2025-02-21,Midtown,Google My Business,29,7.65,221.85,13,Cloudy
2025-02-21,Midtown,Loyalty Program,5,13.54,67.7,2,Rainy
2025-02-21,Midtown,Influencer Partnerships,16,13.29,212.64,2,Sunny
2025-02-21,Midtown,Email Newsletter,16,10.82,173.12,4,Rainy
2025-02-21,Suburbia,Instagram,11,17.74,195.14,1,Rainy
2025-02-21,Suburbia,Food Delivery Apps,23,14.67,337.41,2,Cloudy
2025-02-21,Suburbia,Local Events,8,15.98,127.84,1,Cloudy
2025-02-21,Suburbia,Google My Business,25,11.19,279.75,6,Cloudy
2025-02-21,Suburbia,Loyalty Program,30,12.8,384.0,8,Cloudy
2025-02-21,Suburbia,Influencer Partnerships,17,12.48,212.16,7,Rainy
2025-02-21,Suburbia,Email Newsletter,30,11.56,346.8,14,Cloudy
2025-02-21,Riverside,Instagram,29,11.72,339.88,10,Sunny
2025-02-21,Riverside,Food Delivery Apps,31,12.61,390.91,11,Cloudy
2025-02-21,Riverside,Local Events,27,17.56,474.12,4,Rainy
2025-02-21,Riverside,Google My Business,21,11.08,232.68,7,Rainy
2025-02-21,Riverside,Loyalty Program,9,10.37,93.33,2,Sunny
2025-02-21,Riverside,Influencer Partnerships,30,19.0,570.0,6,Sunny
2025-02-21,Riverside,Email Newsletter,23,9.17,210.91,3,Rainy
2025-02-22,Downtown,Instagram,21,13.19,276.99,6,Sunny
2025-02-22,Downtown,Food Delivery Apps,33,10.48,345.84,7,Rainy
2025-02-22,Downtown,Local Events,10,13.14,131.4,3,Rainy
2025-02-22,Downtown,Google My Business,36,12.47,448.92,16,Rainy
2025-02-22,Downtown,Loyalty Program,30,10.38,311.4,3,Cloudy
2025-02-22,Downtown,Influencer Partnerships,29,8.45,245.05,8,Cloudy
2025-02-22,Downtown,Email Newsletter,24,6.86,164.64,10,Cloudy
2025-02-22,Uptown,Instagram,8,9.42,75.36,2,Sunny
2025-02-22,Uptown,Food Delivery Apps,7,13.01,91.07,1,Cloudy
2025-02-22,Uptown,Local Events,9,14.26,128.34,1,Rainy
2025-02-22,Uptown,Google My Business,21,12.83,269.43,7,Rainy
2025-02-22,Uptown,Loyalty Program,19,8.71,165.49,2,Rainy
2025-02-22,Uptown,Influencer Partnerships,24,7.94,190.56,7,Rainy
2025-02-22,Uptown,Email Newsletter,14,5.87,82.18,2,Cloudy
2025-02-22,Midtown,Instagram,17,18.5,314.5,5,Cloudy
2025-02-22,Midtown,Food Delivery Apps,21,10.15,213.15,8,Rainy
2025-02-22,Midtown,Local Events,26,14.85,386.1,7,Rainy
2025-02-22,Midtown,Google My Business,20,13.62,272.4,6,Sunny
2025-02-22,Midtown,Loyalty Program,9,12.89,116.01,2,Sunny
2025-02-22,Midtown,Influencer Partnerships,18,10.73,193.14,5,Sunny
2025-02-22,Midtown,Email Newsletter,14,16.85,235.9,5,Cloudy
2025-02-22,Suburbia,Instagram,9,14.55,130.95,3,Sunny
2025-02-22,Suburbia,Food Delivery Apps,28,11.21,313.88,13,Sunny
2025-02-22,Suburbia,Local Events,9,14.92,134.28,1,Cloudy
2025-02-22,Suburbia,Google My Business,17,14.74,250.58,5,Cloudy
2025-02-22,Suburbia,Loyalty Program,32,12.16,389.12,6,Sunny
2025-02-22,Suburbia,Influencer Partnerships,19,11.49,218.31,9,Cloudy
2025-02-22,Suburbia,Email Newsletter,16,16.14,258.24,4,Cloudy
2025-02-22,Riverside,Instagram,8,13.79,110.32,2,Cloudy
2025-02-22,Riverside,Food Delivery Apps,30,14.81,444.3,8,Rainy
2025-02-22,Riverside,Local Events,15,14.47,217.05,3,Cloudy
2025-02-22,Riverside,Google My Business,9,13.27,119.43,2,Cloudy
2025-02-22,Riverside,Loyalty Program,5,14.93,74.65,2,Rainy
2025-02-22,Riverside,Influencer Partnerships,11,13.19,145.09,4,Sunny
2025-02-22,Riverside,Email Newsletter,18,15.28,275.04,5,Rainy
2025-02-23,Downtown,Instagram,14,13.01,182.14,3,Rainy
2025-02-23,Downtown,Food Delivery Apps,31,18.86,584.66,4,Sunny
2025-02-23,Downtown,Local Events,31,8.53,264.43,14,Sunny
2025-02-23,Downtown,Google My Business,17,13.84,235.28,5,Sunny
2025-02-23,Downtown,Loyalty Program,17,13.47,228.99,4,Sunny
2025-02-23,Downtown,Influencer Partnerships,24,11.2,268.8,5,Rainy
2025-02-23,Downtown,Email Newsletter,17,17.48,297.16,7,Cloudy
2025-02-23,Uptown,Instagram,9,13.14,118.26,3,Cloudy
2025-02-23,Uptown,Food Delivery Apps,39,11.98,467.22,15,Sunny
2025-02-23,Uptown,Local Events,9,8.81,79.29,4,Rainy
2025-02-23,Uptown,Google My Business,18,11.87,213.66,6,Cloudy
2025-02-23,Uptown,Loyalty Program,17,12.93,219.81,3,Sunny
2025-02-23,Uptown,Influencer Partnerships,45,9.51,427.95,9,Rainy
2025-02-23,Uptown,Email Newsletter,8,14.84,118.72,1,Cloudy
2025-02-23,Midtown,Instagram,23,9.13,209.99,8,Cloudy
2025-02-23,Midtown,Food Delivery Apps,16,8.61,137.76,5,Sunny
2025-02-23,Midtown,Local Events,25,11.97,299.25,10,Sunny
2025-02-23,Midtown,Google My Business,12,14.45,173.4,3,Cloudy
2025-02-23,Midtown,Loyalty Program,24,10.45,250.8,3,Rainy
2025-02-23,Midtown,Influencer Partnerships,35,4.7,164.5,11,Sunny
2025-02-23,Midtown,Email Newsletter,29,16.79,486.91,8,Sunny
2025-02-23,Suburbia,Instagram,32,9.59,306.88,11,Rainy
2025-02-23,Suburbia,Food Delivery Apps,7,13.77,96.39,1,Cloudy
2025-02-23,Suburbia,Local Events,17,17.39,295.63,3,Sunny
2025-02-23,Suburbia,Google My Business,23,10.3,236.9,7,Sunny
2025-02-23,Suburbia,Loyalty Program,11,10.44,114.84,4,Rainy
2025-02-23,Suburbia,Influencer Partnerships,19,19.8,376.2,3,Rainy
2025-02-23,Suburbia,Email Newsletter,25,15.6,390.0,3,Cloudy
2025-02-23,Riverside,Instagram,20,15.38,307.6,7,Cloudy
2025-02-23,Riverside,Food Delivery Apps,22,15.6,343.2,3,Cloudy
2025-02-23,Riverside,Local Events,18,10.94,196.92,4,Sunny
2025-02-23,Riverside,Google My Business,14,11.69,163.66,6,Cloudy
2025-02-23,Riverside,Loyalty Program,16,10.31,164.96,6,Rainy
2025-02-23,Riverside,Influencer Partnerships,11,11.08,121.88,4,Rainy
2025-02-23,Riverside,Email Newsletter,30,13.46,403.8,13,Cloudy
2025-02-24,Downtown,Instagram,27,11.79,318.33,3,Rainy
2025-02-24,Downtown,Food Delivery Apps,6,4.13,24.78,1,Rainy
2025-02-24,Downtown,Local Events,11,11.3,124.3,1,Cloudy
2025-02-24,Downtown,Google My Business,10,14.63,146.3,3,Sunny
2025-02-24,Downtown,Loyalty Program,12,9.9,118.8,5,Sunny
2025-02-24,Downtown,Influencer Partnerships,10,12.54,125.4,1,Cloudy
2025-02-24,Downtown,Email Newsletter,29,13.92,403.68,6,Sunny
2025-02-24,Uptown,Instagram,20,11.74,234.8,2,Cloudy
2025-02-24,Uptown,Food Delivery Apps,26,11.91,309.66,8,Rainy
2025-02-24,Uptown,Local Events,7,10.32,72.24,3,Rainy
2025-02-24,Uptown,Google My Business,15,11.28,169.2,3,Cloudy
2025-02-24,Uptown,Loyalty Program,10,11.57,115.7,4,Cloudy
2025-02-24,Uptown,Influencer Partnerships,27,10.28,277.56,7,Rainy
2025-02-24,Uptown,Email Newsletter,33,5.02,165.66,3,Rainy
2025-02-24,Midtown,Instagram,11,19.89,218.79,2,Rainy
2025-02-24,Midtown,Food Delivery Apps,12,12.17,146.04,2,Cloudy
2025-02-24,Midtown,Local Events,13,8.81,114.53,5,Sunny
2025-02-24,Midtown,Google My Business,9,10.87,97.83,4,Cloudy
2025-02-24,Midtown,Loyalty Program,15,12.65,189.75,5,Rainy
2025-02-24,Midtown,Influencer Partnerships,4,11.92,47.68,1,Cloudy
2025-02-24,Midtown,Email Newsletter,4,11.65,46.6,1,Cloudy
2025-02-24,Suburbia,Instagram,10,15.66,156.6,1,Sunny
2025-02-24,Suburbia,Food Delivery Apps,16,14.84,237.44,6,Rainy
2025-02-24,Suburbia,Local Events,20,8.98,179.6,7,Rainy
2025-02-24,Suburbia,Google My Business,19,14.89,282.91,8,Cloudy
2025-02-24,Suburbia,Loyalty Program,24,17.49,419.76,4,Cloudy
2025-02-24,Suburbia,Influencer Partnerships,7,13.65,95.55,2,Rainy
2025-02-24,Suburbia,Email Newsletter,20,14.9,298.0,5,Cloudy
2025-02-24,Riverside,Instagram,14,13.12,183.68,2,Sunny
2025-02-24,Riverside,Food Delivery Apps,24,13.84,332.16,3,Sunny
2025-02-24,Riverside,Local Events,31,15.11,468.41,11,Sunny
2025-02-24,Riverside,Google My Business,12,13.48,161.76,4,Sunny
2025-02-24,Riverside,Loyalty Program,22,14.03,308.66,5,Sunny
2025-02-24,Riverside,Influencer Partnerships,22,13.11,288.42,7,Cloudy
2025-02-24,Riverside,Email Newsletter,6,17.28,103.68,2,Cloudy
2025-02-25,Downtown,Instagram,33,10.74,354.42,6,Rainy
2025-02-25,Downtown,Food Delivery Apps,38,17.73,673.74,17,Cloudy
2025-02-25,Downtown,Local Events,25,14.49,362.25,9,Rainy
2025-02-25,Downtown,Google My Business,4,13.61,54.44,1,Rainy
2025-02-25,Downtown,Loyalty Program,10,9.86,98.6,1,Cloudy
2025-02-25,Downtown,Influencer Partnerships,17,21.97,373.49,3,Rainy
2025-02-25,Downtown,Email Newsletter,22,15.22,334.84,2,Rainy
2025-02-25,Uptown,Instagram,26,7.79,202.54,3,Sunny
